,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,ApplicantIncome_log,LoanAmount_log
289,LP002593,1,1,1,1,0,8333,4000,136.13259668508286,360.0,1.0,1,8333,4.91362938638163
290,LP002599,1,1,0,1,0,3667,2000,170.0,360.0,1.0,2,3667,5.135798437050262
291,LP002604,1,1,2,1,0,3166,2833,145.0,360.0,1.0,1,3166,4.976733742420574
292,LP002605,1,0,0,0,0,3271,0,90.0,360.0,1.0,0,3271,4.499809670330265
293,LP002609,0,1,0,1,0,2241,2000,88.0,360.0,0.0,1,2241,4.477336814478207
294,LP002610,1,1,1,0,0,1792,2565,128.0,360.0,1.0,1,1792,4.852030263919617
295,LP002612,0,1,0,1,0,2666,0,84.0,480.0,1.0,2,2666,4.430816798843313
296,LP002614,1,0,0,1,0,6478,0,108.0,360.0,1.0,2,6478,4.68213122712422
297,LP002630,1,0,0,0,0,3808,0,83.0,360.0,1.0,0,3808,4.418840607796598
298,LP002635,0,1,2,0,0,3729,0,117.0,360.0,1.0,2,3729,4.762173934797756
299,LP002639,1,1,2,1,0,4120,0,128.0,360.0,1.0,0,4120,4.852030263919617
300,LP002644,1,1,1,1,1,7500,0,75.0,360.0,1.0,1,7500,4.31748811353631
301,LP002651,1,1,1,1,0,6300,0,125.0,360.0,0.0,1,6300,4.8283137373023015
302,LP002654,0,0,0,1,1,14987,0,177.0,360.0,1.0,0,14987,5.176149732573829
303,LP002657,1,1,1,0,1,570,2125,68.0,360.0,1.0,0,570,4.219507705176107
304,LP002711,1,1,0,1,0,2600,700,96.0,360.0,1.0,2,2600,4.564348191467836
305,LP002712,1,0,2,0,0,2733,1083,180.0,360.0,1.0,2,2733,5.19295685089021
306,LP002721,1,1,2,1,1,7500,0,183.0,360.0,1.0,0,7500,5.209486152841421
307,LP002735,1,1,2,0,0,3859,0,121.0,360.0,1.0,0,3859,4.795790545596741
308,LP002744,1,1,1,1,0,6825,0,162.0,360.0,1.0,0,6825,5.087596335232384
309,LP002745,1,1,0,1,0,3708,4700,132.0,360.0,1.0,2,3708,4.882801922586371
310,LP002746,1,0,0,1,0,5314,0,147.0,360.0,1.0,1,5314,4.990432586778736
311,LP002747,0,0,3,1,0,2366,5272,153.0,360.0,0.0,0,2366,5.030437921392435
312,LP002754,1,0,0,1,0,2066,2108,104.0,84.0,1.0,1,2066,4.6443908991413725
313,LP002759,1,1,2,1,0,5000,0,149.0,360.0,1.0,0,5000,5.003946305945459
314,LP002760,0,0,0,1,0,3767,0,134.0,300.0,1.0,1,3767,4.897839799950911
315,LP002766,0,1,0,1,0,7859,879,165.0,180.0,1.0,2,7859,5.10594547390058
316,LP002769,0,1,0,1,0,4283,0,120.0,360.0,1.0,0,4283,4.787491742782046
317,LP002774,1,1,0,0,0,1700,2900,67.0,360.0,0.0,1,1700,4.204692619390966
318,LP002775,1,0,0,0,0,4768,0,125.0,360.0,1.0,0,4768,4.8283137373023015
319,LP002781,1,0,0,1,0,3083,2738,120.0,360.0,1.0,1,3083,4.787491742782046
320,LP002782,1,1,1,1,0,2667,1542,148.0,360.0,1.0,0,2667,4.997212273764115
321,LP002786,0,1,0,0,0,1647,1762,181.0,360.0,1.0,1,1647,5.198497031265826
322,LP002790,1,1,3,1,0,3400,0,80.0,120.0,1.0,1,3400,4.382026634673881
323,LP002791,1,0,1,1,0,16000,5000,40.0,360.0,1.0,2,16000,3.6888794541139363
324,LP002793,1,1,0,1,0,5333,0,90.0,360.0,1.0,0,5333,4.499809670330265
325,LP002802,1,0,0,1,0,2875,2416,95.0,6.0,0.0,2,2875,4.553876891600541
326,LP002803,1,1,1,0,0,2600,618,122.0,360.0,1.0,2,2600,4.804021044733257
327,LP002805,1,1,2,1,0,5041,700,150.0,360.0,1.0,1,5041,5.0106352940962555
328,LP002806,1,1,3,1,1,6958,1411,150.0,360.0,1.0,0,6958,5.0106352940962555
329,LP002816,1,1,1,1,0,3500,1658,104.0,360.0,1.0,2,3500,4.6443908991413725
330,LP002823,1,1,0,1,0,5509,0,143.0,360.0,1.0,0,5509,4.962844630259907
331,LP002825,1,1,3,1,0,9699,0,300.0,360.0,1.0,1,9699,5.703782474656201
332,LP002826,0,1,1,0,0,3621,2717,171.0,360.0,1.0,1,3621,5.14166355650266
333,LP002843,0,1,0,1,0,4709,0,113.0,360.0,1.0,2,4709,4.727387818712341
334,LP002849,1,1,0,1,0,1516,1951,35.0,360.0,1.0,2,1516,3.5553480614894135
335,LP002850,1,0,2,1,0,2400,0,46.0,360.0,1.0,1,2400,3.828641396489095
336,LP002853,0,0,0,0,0,3015,2000,145.0,360.0,1.0,1,3015,4.976733742420574
337,LP002856,1,1,0,1,0,2292,1558,119.0,360.0,1.0,1,2292,4.77912349311153
338,LP002857,1,1,1,1,1,2360,3355,87.0,240.0,1.0,0,2360,4.465908118654584
339,LP002858,0,0,0,1,0,4333,2333,162.0,360.0,0.0,0,4333,5.087596335232384
340,LP002860,1,1,0,1,1,2623,4831,122.0,180.0,1.0,2,2623,4.804021044733257
341,LP002867,1,0,0,1,1,3972,4275,187.0,360.0,1.0,0,3972,5.231108616854587
342,LP002869,1,1,3,0,0,3522,0,81.0,180.0,1.0,0,3522,4.394449154672439
343,LP002870,1,1,1,1,0,4700,0,80.0,360.0,1.0,1,4700,4.382026634673881
344,LP002876,1,0,0,1,0,6858,0,176.0,360.0,1.0,0,6858,5.170483995038151
345,LP002878,1,1,3,1,0,8334,0,260.0,360.0,1.0,1,8334,5.560681631015528
346,LP002879,1,1,0,1,0,3391,1966,133.0,360.0,0.0,0,3391,4.890349128221754
347,LP002885,1,0,0,0,0,2868,0,70.0,360.0,1.0,1,2868,4.248495242049359
348,LP002890,1,1,2,0,0,3418,1380,135.0,360.0,1.0,1,3418,4.90527477843843
349,LP002891,1,1,0,1,1,2500,296,137.0,300.0,1.0,0,2500,4.919980925828125
350,LP002899,1,1,2,1,0,8667,0,254.0,360.0,1.0,0,8667,5.537334267018537
351,LP002901,1,0,0,1,0,2283,15000,106.0,360.0,1.0,0,2283,4.663439094112067
352,LP002907,1,1,0,1,0,5817,910,109.0,360.0,1.0,1,5817,4.6913478822291435
353,LP002920,1,1,0,1,0,5119,3769,120.0,360.0,1.0,0,5119,4.787491742782046
354,LP002921,1,1,3,0,0,5316,187,158.0,180.0,0.0,2,5316,5.062595033026967
355,LP002932,1,1,3,1,0,7603,1213,197.0,360.0,1.0,1,7603,5.2832037287379885
356,LP002935,1,1,1,1,0,3791,1936,85.0,360.0,1.0,1,3791,4.442651256490317
357,LP002952,1,0,0,1,0,2500,0,60.0,360.0,1.0,1,2500,4.0943445622221
358,LP002954,1,1,2,0,0,3132,0,76.0,360.0,1.0,0,3132,4.330733340286331
359,LP002962,1,0,0,1,0,4000,2667,152.0,360.0,1.0,2,4000,5.0238805208462765
360,LP002965,0,1,0,1,0,8550,4255,96.0,360.0,1.0,1,8550,4.564348191467836
361,LP002969,1,1,1,1,0,2269,2167,99.0,360.0,1.0,2,2269,4.59511985013459
362,LP002971,1,1,3,0,1,4009,1777,113.0,360.0,1.0,1,4009,4.727387818712341
363,LP002975,1,1,0,1,0,4158,709,115.0,360.0,1.0,1,4158,4.74493212836325
364,LP002980,1,0,0,1,0,3250,1993,126.0,360.0,1.0,2,3250,4.836281906951478
365,LP002986,1,1,0,1,0,5000,2393,158.0,360.0,1.0,0,5000,5.062595033026967
366,LP002989,1,0,0,1,1,9200,0,98.0,180.0,1.0,0,9200,4.584967478670572
